Latitude,Longitude,,,
27.5227182163953,-11.9802299517024,,,
27.0899209329787,-12.0965257062294,,,
26.3743007682903,-12.0641061929847,,,
26.1112027165798,-11.9298700189508,,,
26.0131102672299,-11.7158589908319,,,
25.5173022616152,-12.1168343496763,,,
25.1216686549915,-12.4394682011856,,,
24.6284258220971,-13.1397403299781,,,
24.2729335534403,-13.6703456325324,,,
24.1148956996826,-13.841801129785,,,
23.6322559013023,-14.158137805946,,,
23.3064854768725,-14.3778054461798,,,
22.5039240210026,-14.5885995164912,,,
22.1741432149193,-14.7838536935336,,,
21.8988649248333,-15.0119020873114,,,
21.6814932441182,-15.3699596493418,,,
21.4808172226336,-15.6247069826612,,,
21.2408583709382,-15.8169746072951,,,
21.0597905343037,-15.89394049209,,,
20.7481632368909,-15.9843159426214,,,
20.4663411559466,-16.0173803921542,,,
20.2170432253383,-15.9195077894723,,,
19.9915090858997,-15.7426877588269,,,
19.8988582306298,-15.4792770939965,,,
19.8825940259345,-15.1698938756935,,,
19.8368490727526,-14.509262688924,,,
19.7417557514881,-14.0823301570311,,,
19.6029107892365,-13.7421780805139,,,
19.3961959150264,-13.4006207442015,,,
19.0911473552801,-13.1864439567746,,,
18.6780045907602,-12.9839585027666,,,
18.2550827227929,-12.9042522956463,,,
17.4304231259406,-12.741034294145,,,
16.7692816538548,-12.5292645135013,,,
16.1282025983991,-12.3135571832949,,,
15.3554397451972,-12.1881424897638,,,
15.0380727276592,-12.173403655421,,,
14.5150602798208,-12.2241473085261,,,
13.8357941637077,-12.4396097361521,,,
13.4432241998637,-12.5638263214812,,,
12.6949113776411,-12.6390969736052,,,
11.5315138400031,-12.9593262750854,,,
10.8091624411505,-12.933543014979,,,
8.90383284850029,-12.5883739294335,,,
8.46578799651022,-12.4836454181909,,,
7.81363109129567,-12.1461721405318,,,
7.288376946241,-11.7218400599627,,,
6.80260338935379,-11.1846213363396,,,
6.62400622704605,-10.9939680411605,,,
6.44911281391293,-10.7198103915215,,,
6.32611877228466,-10.5417605715078,,,
6.27796970882189,-10.4597364305303,,,
6.02156963123717,-10.12216102624,,,
5.89761993973915,-9.94449815850686,,,
5.78594499669678,-9.83026909641412,,,
5.63792158627875,-9.6975481269839,,,
5.51451349294355,-9.57186165541289,,,
5.39048875271654,-9.46872626575399,,,
5.47038566271107,-9.62332327205191,,,
5.69638945357372,-9.88123645169751,,,
5.84162916641115,-10.0297540237503,,,
5.95526255968326,-10.1508177039923,,,
6.0947719200196,-10.3310075341979,,,
6.18654647282231,-10.5039989607731,,,
6.24652061966442,-10.6722513646351,,,
6.30470583304325,-10.8111575857036,,,
6.39306550554174,-10.8053215859344,,,
6.46153890150357,-10.8809263854855,,,
6.59050485568872,-11.0798742398669,,,
6.72868902858877,-11.3589146074007,,,
6.83835289968776,-11.3989348991624,,,
6.9562976915693,-11.5644938224702,,,
7.04377161120693,-11.6797235504883,,,
7.27524691980212,-12.1728809586259,,,
7.39432383958032,-12.5452556091689,,,
7.46081012447407,-12.5924421302119,,,
7.50560275310635,-12.6925238913676,,,
7.53817898200516,-12.8273275984236,,,
7.55289690113512,-12.9528373515311,,,
7.6218811412853,-12.9075493613777,,,
7.62344296074992,-12.7615390661793,,,
7.62136653711222,-12.7545585034839,,,
7.62641101843781,-12.6459104397115,,,
7.73622289022283,-12.7634408679462,,,
7.87335023469195,-12.8724894244329,,,
8.0237893750528,-12.9008243727979,,,
8.18464625887162,-12.9643894625243,,,
8.26899158587652,-13.0219417224456,,,
8.21122675956112,-13.0789370689634,,,
8.20327705879023,-13.1276960108801,,,
8.26301093871975,-13.1779140705015,,,
8.32805508520148,-13.1956428081977,,,
8.49274921480679,-13.2974449927423,,,
8.73580033325428,-13.223336336521,,,
9.11340866419864,-13.2964400045834,,,
9.64816518202125,-13.7335638549385,,,
9.99775450203679,-14.0952221302263,,,
10.3006729836625,-14.4023715317835,,,
10.9131837230079,-14.9090622519079,,,
11.3002413498584,-15.1573441848704,,,
11.6391443526923,-15.6640523285328,,,
11.8550926083289,-15.2789596351021,,,
12.1877207413163,-15.1122496941533,,,
12.5406687265866,-14.554370569752,,,
12.6292652989038,-14.1137388321165,,,
12.9148510324311,-13.7918757305078,,,
13.6572616685172,-13.5655204749887,,,
14.5659470428056,-13.6160118956812,,,
15.1685461279041,-13.7798134534382,,,
15.6563433054743,-14.0500039183736,,,
16.2493736478258,-14.208898470519,,,
17.0070981982569,-14.2495105001581,,,
17.2276751595801,-14.2300029502512,,,
17.4658120699664,-14.2706931237086,,,
17.6110178924878,-14.2730884514003,,,
17.8177167288789,-14.345274870681,,,
18.3142638593715,-14.4469254660841,,,
18.4225594252373,-14.4607904183891,,,
18.695264100047,-14.6824234815868,,,
19.325918904723,-15.3006856167362,,,
19.9311764037151,-15.8344159553349,,,
20.3022430195019,-16.1093048109338,,,
20.647485160694,-16.1593508846391,,,
21.0546613742449,-16.284758041445,,,
21.5579088801344,-16.4563707941756,,,
22.2925428717616,-16.3872985300732,,,
23.0972245970813,-15.9819705158034,,,
23.3329001534202,-15.5676123168892,,,
23.6654709995624,-14.6225868997141,,,
24.5454888410558,-13.6293720458815,,,
25.2474750193287,-13.1281017792566,,,
26.1355349480318,-12.6164965828285,,,
26.8918813757931,-12.2989937567411,,,
27.9094835145048,-11.9715104105423,,,
28.0433903321535,-11.7414400167763,,,
27.9781448660848,-11.7631629924801,,,
27.8000463196089,-11.8488322578597,,,
27.5227182163953,-11.9802299517024,,,